iter	Passed	Remaining
392	495	765
393	496	764
394	499	764
395	501	764
396	502	762
397	503	760
398	504	760
399	505	758
400	507	757
401	509	758
402	510	756
403	511	755
404	513	753
405	514	752
406	515	750
407	516	748
408	516	746
409	517	745
410	519	743
411	519	741
412	520	740
413	521	738
414	523	737
415	523	735
416	524	733
417	525	731
418	526	730
419	527	728
420	528	726
421	529	725
422	530	724
423	531	722
424	532	720
425	533	718
426	534	717
427	536	716
428	538	716
429	542	718
430	543	718
431	545	716
432	546	715
433	547	714
434	549	713
435	550	711
436	551	710
437	552	709
438	554	708
439	555	707
440	556	705
441	557	704
442	558	702
443	559	701
444	560	699
445	561	697
446	562	696
447	563	694
448	564	692
449	565	691
450	566	689
451	568	689
452	569	687
453	570	685
454	571	684
455	572	682
456	573	680
457	573	679
458	575	678
459	576	676
460	577	674
461	577	673
462	579	671
463	579	669
464	581	668
465	582	667
466	583	666
467	585	665
468	585	663
469	586	661
470	588	660
471	589	659
472	590	657
473	591	655
474	592	654
475	593	653
476	594	651
477	595	650
478	597	649
479	598	648
480	599	646
481	600	645
482	601	643
483	602	642
484	603	640
485	604	639
486	605	638
487	606	636
488	607	635
489	608	633
490	609	632
491	610	630
492	611	629
493	612	627
494	613	626
495	614	624
496	615	622
497	616	621
498	617	620
499	618	618
500	619	617
501	621	616
502	621	614
503	622	612
504	623	611
505	625	610
506	626	608
507	627	607
508	628	606
509	629	604
510	631	603
511	632	602
512	633	600
513	634	599
514	635	598
515	637	597
516	638	596
517	639	595
518	640	593
519	641	592
520	642	590
521	643	589
522	645	588
523	645	586
524	646	585
525	648	584
526	649	582
527	650	581
528	652	580
529	653	579
530	654	577
531	655	576
532	656	575
533	657	573
534	658	571
535	659	570
536	660	569
537	661	567
538	661	566
539	662	564
540	664	563
541	664	561
542	665	560
543	667	559
544	667	557
545	668	556
546	669	554
547	670	553
548	671	551
549	672	550
550	673	549
551	674	547
552	676	546
553	677	545
554	678	543
555	679	542
556	680	541
557	681	540
558	682	538
559	683	537
560	685	536
561	686	535
562	688	534
563	689	532
564	690	531
565	691	530
566	692	528
567	694	528
568	695	526
569	697	526
570	698	524
571	699	523
572	700	522
573	702	521
574	704	520
575	705	519
576	706	518
577	707	516
578	709	515
579	710	514
580	712	513
581	713	512
582	714	511
583	715	510
584	717	508
585	718	507
586	719	506
587	720	504
588	721	503
589	722	502
590	723	501
591	724	499
592	725	498
593	726	496
594	727	495
595	728	494
596	729	492
597	731	491
598	732	490
599	733	489
600	735	488
601	736	486
602	737	485
603	738	484
604	739	483
605	740	481
606	741	480
607	743	479
608	745	478
609	746	477
610	748	476
611	749	475
612	750	473
613	751	472
614	753	471
615	755	470
616	756	469
617	757	468
618	759	467
619	760	465
620	761	464
621	761	463
622	762	461
623	764	460
624	765	459
625	766	457
626	767	456
627	768	455
628	771	454
629	772	453
630	774	453
631	775	451
632	777	450
633	778	449
634	779	448
635	781	447
636	783	446
637	785	445
638	786	444
639	787	443
640	789	442
641	790	441
642	792	439
643	793	438
644	794	437
645	795	436
646	796	434
647	797	433
648	799	432
649	800	430
650	801	429
651	802	428
652	803	427
653	805	426
654	806	424
655	808	423
656	809	422
657	810	421
658	811	420
659	812	418
660	813	417
661	814	415
662	815	414
663	817	413
664	818	412
665	818	410
666	820	409
667	823	409
668	823	407
669	825	406
670	827	405
671	828	404
672	829	403
673	831	401
674	832	400
675	833	399
676	835	398
677	836	397
678	837	396
679	838	394
680	840	393
681	842	392
682	843	391
683	844	390
684	845	388
685	846	387
686	847	386
687	848	384
688	849	383
689	851	382
690	852	381
691	853	379
692	854	378
693	855	377
694	856	376
695	857	374
696	858	373
697	860	372
698	860	370
699	862	369
700	863	368
701	864	366
702	865	365
703	867	364
704	868	363
705	869	362
706	871	361
707	873	360
708	874	358
709	875	357
710	876	356
711	877	355
712	878	353
713	879	352
714	881	351
715	882	349
716	882	348
717	884	347
718	886	346
719	887	344
720	888	343
721	889	342
722	890	341
723	891	339
724	892	338
725	893	337
726	894	335
727	895	334
728	896	333
729	897	331
730	898	330
731	899	329
732	900	328
733	901	326
734	903	325
735	904	324
736	904	322
737	906	321
738	907	320
739	908	319
740	909	317
741	910	316
742	912	315
743	913	314
744	915	313
745	917	312
746	918	311
747	919	309
748	920	308
749	922	307
750	923	306
751	924	304
752	926	303
753	927	302
754	928	301
755	930	300
756	931	299
757	932	297
758	933	296
759	935	295
760	938	294
761	940	293
762	941	292
763	943	291
764	944	290
765	947	289
766	948	288
767	949	286
768	951	285
769	952	284
770	953	283
771	956	282
772	957	281
773	958	280
774	960	278
775	961	277
776	962	276
777	964	275
778	965	273
779	966	272
780	968	271
781	969	270
782	970	268
783	971	267
784	972	266
785	974	265
786	976	264
787	977	263
788	978	261
789	979	260
790	980	259
791	981	257
792	982	256
793	983	255
794	984	253
795	985	252
796	986	251
797	988	250
798	989	248
799	990	247
800	991	246
801	993	245
802	994	243
803	995	242
804	996	241
805	998	240
806	999	238
807	1000	237
808	1001	236
809	1002	235
810	1003	233
811	1004	232
812	1005	231
813	1006	229
814	1007	228
815	1009	227
816	1009	226
817	1011	224
818	1011	223
819	1013	222
820	1014	221
821	1015	219
822	1016	218
823	1017	217
824	1019	216
825	1020	214
826	1021	213
827	1022	212
828	1023	211
829	1024	209
830	1025	208
831	1026	207
832	1027	206
833	1028	204
834	1029	203
835	1030	202
836	1031	200
837	1032	199
838	1033	198
839	1034	197
840	1035	195
841	1036	194
842	1038	193
843	1039	192
844	1040	190
845	1041	189
846	1042	188
847	1043	187
848	1044	185
849	1046	184
850	1047	183
851	1048	182
852	1049	180
853	1051	179
854	1052	178
855	1053	177
856	1054	175
857	1055	174
858	1055	173
859	1056	172
860	1057	170
861	1058	169
862	1059	168
863	1060	166
864	1061	165
865	1062	164
866	1063	163
867	1065	161
868	1065	160
869	1067	159
870	1069	158
871	1071	157
872	1072	156
873	1074	154
874	1075	153
875	1076	152
876	1077	151
877	1078	149
878	1080	148
879	1081	147
880	1083	146
881	1085	145
882	1087	144
883	1089	142
884	1091	141
885	1093	140
886	1095	139
887	1096	138
888	1097	137
889	1099	135
890	1100	134
891	1101	133
892	1101	132
893	1103	130
894	1104	129
895	1105	128
896	1108	127
897	1110	126
898	1111	124
899	1112	123
900	1113	122
901	1114	121
902	1115	119
903	1117	118
904	1121	117
905	1122	116
906	1123	115
907	1125	114
908	1127	112
909	1128	111
910	1129	110
911	1130	109
912	1131	107
913	1131	106
914	1132	105
915	1133	103
916	1134	102
917	1135	101
918	1136	100
919	1137	98
920	1138	97
921	1139	96
922	1140	95
923	1140	93
924	1141	92
925	1142	91
926	1143	90
927	1144	88
928	1144	87
929	1145	86
930	1145	84
931	1146	83
932	1147	82
933	1148	81
934	1149	79
935	1149	78
936	1150	77
937	1151	76
938	1151	74
939	1152	73
940	1153	72
941	1153	71
942	1154	69
943	1155	68
944	1156	67
945	1156	66
946	1157	64
947	1158	63
948	1159	62
949	1159	61
950	1160	59
951	1161	58
952	1166	57
953	1168	56
954	1169	55
955	1171	53
956	1172	52
957	1173	51
958	1174	50
959	1176	49
960	1178	47
961	1180	46
962	1181	45
963	1183	44
964	1184	42
965	1186	41
966	1187	40
967	1188	39
968	1189	38
969	1190	36
970	1191	35
971	1192	34
972	1193	33
973	1194	31
974	1196	30
975	1197	29
976	1198	28
977	1200	26
978	1201	25
979	1202	24
980	1203	23
981	1205	22
982	1206	20
983	1208	19
984	1211	18
985	1212	17
986	1214	15
987	1215	14
988	1216	13
989	1218	12
990	1218	11
991	1220	9
992	1222	8
993	1223	7
994	1224	6
995	1225	4
996	1226	3
997	1227	2
998	1228	1
999	1229	0
