iter	RMSE
223	4.540392942
224	4.5155036
225	4.493892156
226	4.475063088
227	4.44794791
228	4.43740963
229	4.417487994
230	4.405981479
231	4.388744255
232	4.369485682
233	4.348553664
234	4.324996936
235	4.304969532
236	4.286484782
237	4.26080171
238	4.249594739
239	4.224840769
240	4.206645668
241	4.182740676
242	4.163675797
243	4.153417311
244	4.127413264
245	4.116258879
246	4.094651052
247	4.085079022
248	4.065725111
249	4.051653945
250	4.028282435
251	4.000920401
252	3.981030975
253	3.956536356
254	3.929239998
255	3.905314965
256	3.897413011
257	3.890477734
258	3.88461605
259	3.858695536
260	3.849134942
261	3.824999016
262	3.817007002
263	3.800992605
264	3.794387428
265	3.770658353
266	3.763201709
267	3.75344822
268	3.732923306
269	3.712445027
270	3.685510292
271	3.662753267
272	3.644227008
273	3.637350105
274	3.630332005
275	3.611936664
276	3.604403751
277	3.59778328
278	3.590757257
279	3.568553956
280	3.556924904
281	3.543141261
282	3.522978864
283	3.50274341
284	3.482446482
285	3.476194637
286	3.453674713
287	3.447572785
288	3.437832478
289	3.431105101
290	3.416651259
291	3.396709666
292	3.373621975
293	3.355299163
294	3.349173859
295	3.34281744
296	3.324230079
297	3.308931936
298	3.296526319
299	3.291585466
300	3.2830226
301	3.277644338
302	3.254809483
303	3.228124589
304	3.22216437
305	3.204318881
306	3.198523425
307	3.194303202
308	3.188167136
309	3.183163666
310	3.165494372
311	3.153919665
312	3.138401696
313	3.133172492
314	3.127922048
315	3.124140647
316	3.102794065
317	3.081318007
318	3.068384738
319	3.049069318
320	3.040575862
321	3.025582429
322	3.011468864
323	2.997102228
324	2.993647073
325	2.979720698
326	2.96912867
327	2.952527321
328	2.940839791
329	2.921718979
330	2.910780551
331	2.895173566
332	2.889892442
333	2.878554551
334	2.860478309
335	2.856467314
336	2.853175069
337	2.842316967
338	2.829009065
339	2.825149378
340	2.810856477
341	2.793769368
342	2.786611961
343	2.783403805
344	2.779464934
345	2.762465206
346	2.743172471
347	2.726178505
348	2.722803477
349	2.718816528
350	2.704984352
351	2.690268339
352	2.675931606
353	2.666941056
354	2.663297171
355	2.650836087
356	2.637213848
357	2.633105246
358	2.621560301
359	2.614317909
360	2.611215149
361	2.608428571
362	2.592737287
363	2.575595048
364	2.557876553
365	2.546118282
366	2.533324957
367	2.521905767
368	2.509924826
369	2.506683648
370	2.484274976
371	2.479616003
372	2.465490817
373	2.463024497
374	2.460294356
375	2.447945596
376	2.433478537
377	2.431152415
378	2.417704369
379	2.410697961
380	2.407849401
381	2.392447361
382	2.384061283
383	2.380563883
384	2.372602483
385	2.369287403
386	2.359784896
387	2.35074691
388	2.342344338
389	2.330589514
390	2.321965608
391	2.307561156
392	2.297913716
393	2.288767348
394	2.278085529
395	2.269566403
396	2.258176506
397	2.254939025
398	2.245570157
399	2.23516165
400	2.222714103
401	2.213098322
402	2.19873879
403	2.195771645
404	2.193239666
405	2.181825236
406	2.168473042
407	2.152284016
408	2.140453806
409	2.126786621
410	2.12280679
411	2.11927327
412	2.10379526
413	2.089863762
414	2.078283934
415	2.068797527
416	2.063299061
417	2.05049907
418	2.046670998
419	2.031610329
420	2.019206191
421	2.008327051
422	1.997600375
423	1.985971629
424	1.981413454
425	1.970141953
426	1.961411991
427	1.949813525
428	1.939235782
429	1.928525404
430	1.920564996
431	1.906356447
432	1.904052763
433	1.900814097
434	1.88972165
435	1.880884067
436	1.870604426
437	1.860039004
438	1.847399179
439	1.837116758
440	1.829681969
441	1.820296412
442	1.813235667
443	1.811269143
444	1.799268551
445	1.789610409
446	1.780923139
447	1.775481015
448	1.766351769
449	1.758955043
450	1.753310961
451	1.751053082
452	1.740170855
453	1.731965507
454	1.730111178
455	1.728011881
456	1.726559249
457	1.724380629
458	1.715745986
459	1.709152096
460	1.70102693
461	1.689781666
462	1.683958492
463	1.676084928
464	1.66705403
465	1.658159688
466	1.656104892
467	1.650825538
468	1.6428999
469	1.634439839
470	1.625316539
471	1.618216488
472	1.609947914
473	1.608381993
474	1.606995751
475	1.599200469
476	1.593688464
477	1.585786354
478	1.577570781
479	1.567967643
480	1.556887537
481	1.55064948
482	1.54685079
483	1.539831359
484	1.533402527
485	1.529197071
486	1.522152455
487	1.518710878
488	1.511376388
489	1.50317426
490	1.494372366
491	1.492634068
492	1.488212364
493	1.481161347
494	1.473490204
495	1.472205121
496	1.463556732
497	1.459613493
498	1.457897488
499	1.456355324
500	1.453200221
501	1.444896236
502	1.437292695
503	1.432695217
504	1.424276885
505	1.42227233
506	1.419583568
507	1.41386519
508	1.407124964
509	1.405429924
510	1.40256559
511	1.397182547
512	1.395855607
513	1.390998762
514	1.386973023
515	1.384941472
516	1.37707428
517	1.375729734
518	1.371548082
519	1.363904907
520	1.357834249
521	1.356397697
522	1.348068378
523	1.342532459
524	1.336374021
525	1.334806296
526	1.330519774
527	1.322550023
528	1.316979306
529	1.309890653
530	1.304838102
531	1.297655519
532	1.296449229
533	1.292199479
534	1.286040546
535	1.284536865
536	1.282777996
537	1.278651236
538	1.276618924
539	1.268981747
540	1.261905304
541	1.254781566
542	1.250974478
543	1.24531631
544	1.241953063
545	1.238441495
546	1.231288748
547	1.229093842
548	1.222861703
549	1.217132039
550	1.212359233
551	1.207832671
552	1.203718624
553	1.19720853
554	1.191338083
555	1.189882149
556	1.183240335
557	1.178500733
558	1.171061531
559	1.169324851
560	1.161148641
561	1.155437126
562	1.151873612
563	1.14703287
564	1.144244687
565	1.142792086
566	1.141190721
567	1.135482162
568	1.13414378
569	1.129739002
570	1.128098765
571	1.122395054
572	1.115997079
573	1.11175034
574	1.110061987
575	1.104685843
576	1.100014553
577	1.098729849
578	1.097579684
579	1.092346347
580	1.088175324
581	1.083613227
582	1.077651454
583	1.073360546
584	1.069399793
585	1.064624476
586	1.059756612
587	1.055820596
588	1.05026183
589	1.047033718
590	1.042720848
591	1.035363827
592	1.028489443
593	1.024760416
594	1.02008268
595	1.018560282
596	1.015944845
597	1.010454947
598	1.006190689
599	1.000136183
600	0.9962475176
601	0.9919316341
602	0.9871230957
603	0.9803872597
604	0.9763033081
605	0.9724556824
606	0.9680129665
607	0.9620977575
608	0.9576969179
609	0.956963117
610	0.9551702259
611	0.9482951983
612	0.9436768234
613	0.9392121927
614	0.9356009401
615	0.9304163149
616	0.9252267728
617	0.9203255094
618	0.9158965472
619	0.9130492432
620	0.9088570746
621	0.9063240097
622	0.9018260948
623	0.9001959484
624	0.8944521368
625	0.8910721927
626	0.8875747963
627	0.8819253887
628	0.8767060462
629	0.8747000562
630	0.8740332749
631	0.8728817149
632	0.8688127565
633	0.8643855878
634	0.8603391139
635	0.8555803973
636	0.8513934604
637	0.8479825344
638	0.8417205406
639	0.8382428914
640	0.8352412953
641	0.832164883
642	0.8281942009
643	0.8251087042
644	0.8223988431
645	0.8192294068
646	0.8183392171
647	0.8153607429
648	0.813560313
649	0.8115175661
650	0.8082300169
651	0.8060455922
652	0.8053524347
653	0.8020342917
654	0.7999277419
655	0.7959879611
656	0.7942905903
657	0.7903438328
658	0.7855335004
659	0.781742839
660	0.778571462
661	0.7758382428
662	0.7716713012
663	0.7675385684
664	0.7668306203
665	0.7626894013
666	0.7615088431
667	0.7593246509
668	0.7587446269
669	0.7551032962
670	0.7523653452
671	0.7506412152
672	0.7489875767
673	0.7455976586
674	0.742602319
675	0.7389316688
676	0.7359446219
677	0.7352287939
678	0.7343317631
679	0.7325772665
680	0.7291262657
681	0.7248393187
682	0.7201082501
683	0.7186267996
684	0.7138231249
685	0.7106044098
686	0.7094797409
687	0.7063354667
688	0.7027698846
689	0.7023323271
690	0.7001220099
691	0.6971199515
692	0.6943094799
693	0.6912339751
694	0.6905097909
695	0.6893106788
696	0.6880456368
697	0.6852505914
698	0.6830644268
699	0.6810917554
700	0.6790453524
701	0.6759294055
702	0.6734167124
703	0.6692959142
704	0.6664084029
705	0.6628899294
706	0.6592646564
707	0.6561960182
708	0.6552163321
709	0.651577255
710	0.6489178222
711	0.6468605917
712	0.6453512219
713	0.6423069472
714	0.6411072948
715	0.6380927149
716	0.6375323366
717	0.6349880482
718	0.6342664885
719	0.6308911558
720	0.6302080181
721	0.626891177
722	0.624097649
723	0.6208884649
724	0.6183745858
725	0.6154683165
726	0.6131643545
727	0.6104770019
728	0.6074041774
729	0.6048805798
730	0.604269184
731	0.6013325126
732	0.6006866612
733	0.5973004778
734	0.5941965898
735	0.5919998873
736	0.5895806861
737	0.5868442641
738	0.5844331205
739	0.5819355053
740	0.5784908606
741	0.5763779347
742	0.5732939488
743	0.5709443756
744	0.5692079155
745	0.5679044836
746	0.5651186021
747	0.5644337748
748	0.5622822492
749	0.5616838325
750	0.5594692656
751	0.5575064986
752	0.5564660033
753	0.5533947277
754	0.5509327713
755	0.5485848591
756	0.5457646378
757	0.543570531
758	0.5424359093
759	0.5410769451
760	0.5386860854
761	0.5359188873
762	0.533360303
763	0.530877555
764	0.5289680485
765	0.5267305204
766	0.5236810868
767	0.5212184291
768	0.5208026045
769	0.5181875577
770	0.5157198622
771	0.5125201206
772	0.5112781475
773	0.5091208183
774	0.5063041904
775	0.5043073389
776	0.502354164
777	0.5001664875
778	0.4984817029
779	0.4954793093
780	0.4933293641
781	0.4902188351
782	0.4888152905
783	0.4867351871
784	0.4850241753
785	0.4822920831
786	0.4799940094
787	0.4774170465
788	0.4768937733
789	0.4750953154
790	0.4727667256
791	0.4703654865
792	0.4674036478
793	0.4650592903
794	0.4632257234
795	0.4608777344
796	0.4582417622
797	0.4571190937
798	0.4555036688
799	0.4545425564
800	0.4527962443
801	0.4501587559
802	0.4488356521
803	0.4460445996
804	0.4439772717
805	0.4418819807
806	0.4403478269
807	0.4383222659
808	0.4374345846
809	0.4354567121
810	0.4323161708
811	0.4297861263
812	0.4283738155
813	0.4265334682
814	0.4245371165
815	0.4230044213
816	0.4212145664
817	0.4205771676
818	0.418775108
819	0.4161785054
820	0.4135201485
821	0.410670043
822	0.4104064286
823	0.4082404774
824	0.4063314745
825	0.4042350753
826	0.4019687353
827	0.400519626
828	0.3985818994
829	0.396554662
830	0.3948827273
831	0.3933299737
832	0.3925289819
833	0.3907563091
834	0.389331922
835	0.387601432
836	0.3857097994
837	0.3843641377
838	0.3840504146
839	0.3827396961
840	0.3810639933
841	0.3785250764
842	0.3766849265
843	0.3750529316
844	0.3746813175
845	0.3742169931
846	0.3739070342
847	0.3723051749
848	0.3720125374
849	0.3707258494
850	0.3695641476
851	0.3673603011
852	0.3666807831
853	0.366400688
854	0.3655002432
855	0.3634521601
856	0.3616908351
857	0.3612332767
858	0.359521559
859	0.3579864754
860	0.3563847133
861	0.3561258929
862	0.3541504117
863	0.353896761
864	0.3526117458
865	0.3512783787
866	0.3496330316
867	0.3472951828
868	0.3458111061
869	0.3442808262
870	0.3431748423
871	0.3413576105
872	0.3406949154
873	0.3391181201
874	0.3388073143
875	0.3375818865
876	0.3358598101
877	0.3352155415
878	0.3332327349
879	0.3324151242
880	0.3310056304
881	0.3286948883
882	0.32767481
883	0.3272999378
884	0.325908351
885	0.3253606216
886	0.3238571035
887	0.3232044357
888	0.321661929
889	0.320303577
890	0.3188222887
891	0.3167386432
892	0.3153962689
893	0.314003284
894	0.3124154189
895	0.3104580176
896	0.3094975994
897	0.309190336
898	0.307098532
899	0.3061310744
900	0.3055866862
901	0.3051012555
902	0.3035864885
903	0.3021501159
904	0.3019266854
905	0.3017564662
906	0.3002056445
907	0.2989817864
908	0.2976030008
909	0.2972771659
910	0.2967291449
911	0.294928792
912	0.2943287459
913	0.2927397011
914	0.2913934716
915	0.2900925061
916	0.2888001316
917	0.2874713444
918	0.2872791435
919	0.2869764647
920	0.2867519859
921	0.2851642557
922	0.284206227
923	0.2836206888
924	0.2833872177
925	0.2824922021
926	0.2822840495
927	0.2820522177
928	0.2806498983
929	0.2792401558
930	0.2775497843
931	0.2773249371
932	0.2761379836
933	0.2749375756
934	0.2736894466
935	0.2723011673
936	0.2721450844
937	0.2714813298
938	0.2697955916
939	0.2687533289
940	0.2681590422
941	0.2667526228
942	0.2659970912
943	0.2649336233
944	0.2639775422
945	0.2627788047
946	0.2621815425
947	0.2608635293
948	0.259705037
949	0.2584551968
950	0.2574182239
951	0.2559865743
952	0.2546883931
953	0.2536954134
954	0.2524261097
955	0.2515453388
956	0.2513604415
957	0.2502180304
958	0.2496472456
959	0.2487675448
960	0.2476253729
961	0.247286914
962	0.2465415111
963	0.2456039196
964	0.2454297659
965	0.2446990907
966	0.244141267
967	0.2439362493
968	0.2433021045
969	0.2423794093
970	0.2422353996
971	0.2406719712
972	0.23991205
973	0.2386032629
974	0.2370274509
975	0.23659377
976	0.2363206311
977	0.2348885181
978	0.2341599336
979	0.2333290804
980	0.2323585781
981	0.2316192433
982	0.2308843041
983	0.2296935966
984	0.2285738198
985	0.2279580658
986	0.2275407108
987	0.226086074
988	0.2252720569
989	0.2242750318
990	0.2241778173
991	0.2231356511
992	0.2223731471
993	0.22118443
994	0.219957962
995	0.2192511786
996	0.2187251411
997	0.2183031168
998	0.2178906539
999	0.2169599528
016208
532
997	0.1699124479
998	0.1691905523
999	0.1683387485
