date,states,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,dateChecked,death,hospitalized,totalTestResults,lastModified,recovered,total,posNeg,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease,hash
2020-09-03,56,6097979.0,27686000.0,9987.0,34753.0,278889.0,6923.0,17894.0,2038.0,1928.0,2020-09-03T24:00:00Z,178872.0,278889.0,88751427,2020-09-03T24:00:00Z,,0,0,1072,1488,227081,44631,909820,179d5bd9ff274decd0dd8cd140a25c38f38e8a01
2020-09-02,56,6053348.0,27458919.0,9293.0,35661.0,277401.0,7091.0,17788.0,2027.0,1918.0,2020-09-02T24:00:00Z,177800.0,277401.0,87841607,2020-09-02T24:00:00Z,,0,0,1035,1521,211097,30667,796145,71e03e64498df6920760ef8def42aa3d7a5fad1f
2020-09-01,56,6022681.0,27247822.0,6647.0,35338.0,275880.0,7084.0,17655.0,2041.0,1902.0,2020-09-01T24:00:00Z,176765.0,275880.0,87045462,2020-09-01T24:00:00Z,,0,0,1014,1867,179210,42242,796530,8e46bd9281b3d1330efc5e212f58c7827cb56322
2020-08-31,56,5980439.0,27068612.0,11128.0,35476.0,274013.0,7054.0,17537.0,2080.0,1877.0,2020-08-31T24:00:00Z,175751.0,274013.0,86248932,2020-08-31T24:00:00Z,,0,0,380,710,180728,31720,680649,92225753c5bd18bf9500aa07547714545430ef42
2020-08-30,56,5948719.0,26887884.0,11148.0,35770.0,273303.0,7268.0,17439.0,2057.0,1870.0,2020-08-30T24:00:00Z,175371.0,273303.0,85568283,2020-08-30T24:00:00Z,,0,0,477,662,220804,38766,823352,12f653fb442b4355c6117973923eee757ed6faf6
2020-08-29,56,5909953.0,26667080.0,11151.0,36516.0,272641.0,7413.0,17401.0,2062.0,1864.0,2020-08-29T24:00:00Z,174894.0,272641.0,84744931,2020-08-29T24:00:00Z,,0,0,1017,1299,257166,43995,947087,65ed9b40401dfcf09b2e15f5d766dbead9d127dd
2020-08-28,56,5865958.0,26409914.0,10428.0,37356.0,271342.0,7591.0,17304.0,2087.0,1856.0,2020-08-28T24:00:00Z,173877.0,271342.0,83797844,2020-08-28T24:00:00Z,,0,0,1020,1642,224635,46115,938465,d526021ffccb14df68f1a89a0db8ae15b7260b35
2020-08-27,56,5819843.0,26185279.0,11168.0,37498.0,269700.0,7712.0,17181.0,2128.0,1831.0,2020-08-27T24:00:00Z,172857.0,269700.0,82859379,2020-08-27T24:00:00Z,,0,0,1128,1654,243599,44111,857577,c6512aab6069d528d9bb0a0bb5e4789fac0ce1cc
2020-08-26,56,5775732.0,25941680.0,4081.0,38515.0,268046.0,7742.0,17046.0,2143.0,1809.0,2020-08-26T24:00:00Z,171729.0,268046.0,82001802,2020-08-26T24:00:00Z,,0,0,1300,1804,216584,44331,772668,56da79a79122d16236e6aee09378b3f7cab3a856
2020-08-25,56,5731401.0,25725096.0,4091.0,38831.0,266242.0,7854.0,16920.0,2161.0,1789.0,2020-08-25T24:00:00Z,170429.0,266242.0,81229134,2020-08-25T24:00:00Z,,0,0,1140,1988,224504,36839,743872,ff56735a3152b150f77594a93a4220a9ceb91efc
2020-08-24,56,5694562.0,25500592.0,4143.0,38806.0,264254.0,7854.0,16787.0,2112.0,1764.0,2020-08-24T24:00:00Z,169289.0,264254.0,80485262,2020-08-24T24:00:00Z,,0,0,341,1031,219639,34543,714951,98f357592adc85187e1d12b82970e0b9cc8a1148
2020-08-23,56,5660019.0,25280953.0,4149.0,39064.0,263223.0,7949.0,16697.0,2131.0,1737.0,2020-08-23T24:00:00Z,168948.0,263223.0,79770311,2020-08-23T24:00:00Z,,0,0,577,698,128482,37900,725718,14196cb34b11440a31c67161a8c49235927ae05a
2020-08-22,56,5622119.0,25152471.0,4154.0,40017.0,262525.0,8207.0,16657.0,2204.0,1736.0,2020-08-22T24:00:00Z,168371.0,262525.0,79044593,2020-08-22T24:00:00Z,,0,0,1035,1604,226652,46033,908182,9b0323c0a6337802ccf9420d65f968c76a08491d
2020-08-21,56,5576086.0,24925819.0,4199.0,41052.0,260921.0,8358.0,16563.0,2288.0,1730.0,2020-08-21T24:00:00Z,167336.0,260921.0,78136411,2020-08-21T24:00:00Z,,0,0,1119,1782,254673,46477,915434,42b1b5c0188abf9960fce77c9e52ad60a398f7b1
2020-08-20,56,5529609.0,24671146.0,4170.0,42109.0,259139.0,8486.0,16487.0,2330.0,1716.0,2020-08-20T24:00:00Z,166217.0,259139.0,77220977,2020-08-20T24:00:00Z,,0,0,1129,1983,208472,43844,864210,212f72ef7a0230b66f3c793a2fef7a2bf9e14ff3
2020-08-19,56,5485765.0,24462674.0,4374.0,43406.0,257156.0,8747.0,16377.0,2375.0,1705.0,2020-08-19T24:00:00Z,165088.0,257156.0,76356767,2020-08-19T24:00:00Z,,0,0,1411,1983,243232,45073,832115,852a648ace5453f4e2056e345eb7c847034a1ca1
2020-08-18,56,5440692.0,24219442.0,4412.0,43840.0,255173.0,8859.0,16123.0,2467.0,1695.0,2020-08-18T24:00:00Z,163677.0,255173.0,75524652,2020-08-18T24:00:00Z,,0,0,1179,2261,205817,40070,771994,8b1e47a5a96e5004c9bc918bb1120ecf16b521b4
2020-08-17,56,5400622.0,24013625.0,4298.0,43614.0,252912.0,8881.0,15985.0,2444.0,1678.0,2020-08-17T24:00:00Z,162498.0,252912.0,74752658,2020-08-17T24:00:00Z,,0,0,411,1224,186974,37751,702582,132d7a368df0a197bece55b8cb6a28e7886ffe7a
2020-08-16,56,5362871.0,23826651.0,4302.0,44155.0,251688.0,8958.0,15924.0,2481.0,1665.0,2020-08-16T24:00:00Z,162087.0,251688.0,74050076,2020-08-16T24:00:00Z,,0,0,617,685,258191,42503,785200,ec5cad6aca5cd94095fa6bb7bc940338b4dc484e
2020-08-15,56,5320368.0,23568460.0,4452.0,44922.0,251003.0,9087.0,15891.0,2526.0,1663.0,2020-08-15T24:00:00Z,161470.0,251003.0,73264876,2020-08-15T24:00:00Z,,0,0,1227,1891,249608,56003,893080,c2cfcaf33e8dc4118fe45b494f1c14c06c37ea21
2020-08-14,56,5264365.0,23318852.0,4415.0,45868.0,249112.0,9277.0,15768.0,2555.0,1665.0,2020-08-14T24:00:00Z,160243.0,249112.0,72371796,2020-08-14T24:00:00Z,,0,0,1226,2141,308763,57144,990725,54b5ed0fc874afc927e56e5c689e9b1f93c58dd9
2020-08-13,56,5207221.0,23010089.0,4239.0,47303.0,246971.0,9480.0,15629.0,2574.0,1649.0,2020-08-13T24:00:00Z,159017.0,246971.0,71381071,2020-08-13T24:00:00Z,,0,0,1163,2675,256634,51763,954412,45e199ee643170b667332f3089ad4d587d776625
2020-08-12,56,5155458.0,22753455.0,4174.0,48067.0,244296.0,9564.0,15524.0,2602.0,1629.0,2020-08-12T24:00:00Z,157854.0,244296.0,70426659,2020-08-12T24:00:00Z,,0,0,1517,2971,235552,56186,813796,6b823e6138143958993de622f23e7d4011e62d6f
2020-08-11,56,5099272.0,22517903.0,4118.0,48600.0,241325.0,9135.0,15331.0,2422.0,1612.0,2020-08-11T24:00:00Z,156337.0,241325.0,69612863,2020-08-11T24:00:00Z,,0,0,1320,2624,230600,54935,845183,2bf4b71e286647a8c9a428099407dc214eecda5d
2020-08-10,56,5044337.0,22287303.0,3966.0,48751.0,238701.0,9209.0,15158.0,2529.0,1592.0,2020-08-10T24:00:00Z,155017.0,238701.0,68767680,2020-08-10T24:00:00Z,,0,0,430,1554,210324,41370,741379,1ef3e9b83ca52f8c42331203f9a38f1ea38b0a04
2020-08-09,56,5002967.0,22076979.0,3871.0,48997.0,237147.0,9307.0,15081.0,2507.0,1578.0,2020-08-09T24:00:00Z,154587.0,237147.0,68026301,2020-08-09T24:00:00Z,,0,0,621,862,260584,50766,803537,b8aba70e1498384fc0421830e8a1f0bc3367efaa
2020-08-08,56,4952201.0,21816395.0,3888.0,50071.0,236285.0,9662.0,15024.0,2566.0,1561.0,2020-08-08T24:00:00Z,153966.0,236285.0,67222764,2020-08-08T24:00:00Z,,0,0,1086,1493,191879,53492,789814,8a3a296e67bc076e13f8b22d64456ebc9dd3c46b
2020-08-07,56,4898709.0,21624516.0,3988.0,51329.0,234792.0,9698.0,14925.0,2628.0,1549.0,2020-08-07T24:00:00Z,152880.0,234792.0,66432950,2020-08-07T24:00:00Z,,0,0,1322,7994,263973,60837,890426,384f5f824240fde6c7328f0e4422e93fdfc35212
2020-08-06,56,4837872.0,21360543.0,3903.0,53220.0,226798.0,9996.0,14810.0,2714.0,1534.0,2020-08-06T24:00:00Z,151558.0,226798.0,65542524,2020-08-06T24:00:00Z,,0,0,1242,2616,266841,54045,848687,b57c5c8daab2f92664c2ee36f9118d30ca046aea
2020-08-05,56,4783827.0,21093702.0,3842.0,53432.0,224182.0,9988.0,14687.0,2721.0,1524.0,2020-08-05T24:00:00Z,150316.0,224182.0,64693837,2020-08-05T24:00:00Z,,0,0,1354,2117,232010,52691,816864,8e746e72764e113997c66e3216429578b6182ff7
2020-08-04,56,4731136.0,20861692.0,3789.0,53436.0,222065.0,10207.0,14537.0,2701.0,1493.0,2020-08-04T24:00:00Z,148962.0,222065.0,63876973,2020-08-04T24:00:00Z,,0,0,1242,4423,236338,51205,806693,9fe10547fd655c60ff3aca2f6df1484a388da08a
2020-08-03,56,4679931.0,20625354.0,3662.0,53516.0,217642.0,10233.0,14370.0,2664.0,1463.0,2020-08-03T24:00:00Z,147720.0,217642.0,63070280,2020-08-03T24:00:00Z,,0,0,516,1558,208982,42743,712084,554f5ebc06a5399de8f15b01227bf58e725bf184
2020-08-02,56,4637188.0,20416372.0,3888.0,54108.0,216084.0,10343.0,14289.0,2645.0,1448.0,2020-08-02T24:00:00Z,147204.0,216084.0,62358196,2020-08-02T24:00:00Z,,0,0,496,832,252325,53322,790665,ba6d97023672c28e644ae945598f47c7b9a033ec
2020-08-01,56,4583866.0,20164047.0,3975.0,54554.0,215252.0,10347.0,14227.0,2698.0,1445.0,2020-08-01T24:00:00Z,146708.0,215252.0,61567531,2020-08-01T24:00:00Z,,0,0,1201,2385,231941,60640,817592,2c0c9d536c3c80223e77c588a254b5a8cb8638e5
2020-07-31,56,4523226.0,19932106.0,3956.0,55718.0,212867.0,10471.0,14044.0,2701.0,1437.0,2020-07-31T24:00:00Z,145507.0,212867.0,60749939,2020-07-31T24:00:00Z,,0,0,1324,2531,98958,67835,988464,14038dd292534be2103033ffae99afaab5b5c18b
2020-07-30,56,4455391.0,19833148.0,3947.0,56570.0,210336.0,10549.0,13877.0,2762.0,1415.0,2020-07-30T24:00:00Z,144183.0,210336.0,59761475,2020-07-30T24:00:00Z,,0,0,1250,3293,261399,68979,887682,27ec4cffab88221ef09be1e378374057ad160dc7
2020-07-29,56,4386412.0,19571749.0,3840.0,57423.0,207043.0,10435.0,13747.0,2771.0,1400.0,2020-07-29T24:00:00Z,142933.0,207043.0,58873793,2020-07-29T24:00:00Z,,0,0,1505,2860,287378,64156,908697,718071ce053d069fb6d7845f6dd4eaaaba3ad0b1
2020-07-28,56,4322256.0,19284371.0,3600.0,57185.0,204183.0,10414.0,13559.0,2748.0,1372.0,2020-07-28T24:00:00Z,141428.0,204183.0,57965096,2020-07-28T24:00:00Z,,0,0,1111,4067,234128,58452,842394,4e2db16fbf6484758e82b74b55175b33f56fc156
2020-07-27,56,4263804.0,19050243.0,3398.0,58987.0,200116.0,10183.0,13413.0,2723.0,1356.0,2020-07-27T24:00:00Z,140317.0,200116.0,57122702,2020-07-27T24:00:00Z,,0,0,1066,1632,243001,54484,768987,b77ea32d8098154908107a15638f4ec0aad200cf
2020-07-26,56,4209320.0,18807242.0,3361.0,58731.0,198484.0,10424.0,13343.0,2723.0,1336.0,2020-07-26T24:00:00Z,139251.0,198484.0,56353715,2020-07-26T24:00:00Z,,0,0,561,1380,290147,60768,859179,c78f7766495b8fc8746a718ef28cf6e122e01e95
2020-07-25,56,4148552.0,18517095.0,3377.0,59382.0,197104.0,10308.0,13279.0,2729.0,1300.0,2020-07-25T24:00:00Z,138690.0,197104.0,55494536,2020-07-25T24:00:00Z,,0,0,1012,1816,280225,64788,882389,1650808f0f818a23bc583becabc3ff4a0835e09f
2020-07-24,56,4083764.0,18236870.0,3409.0,59801.0,195288.0,10288.0,13184.0,2709.0,1297.0,2020-07-24T24:00:00Z,137678.0,195288.0,54612147,2020-07-24T24:00:00Z,,0,0,1174,3066,311767,75095,1007671,882872243fcd28e81a630d29dd2bc8d21d35d52c
2020-07-23,56,4008669.0,17925103.0,3179.0,59862.0,192222.0,10370.0,12933.0,2467.0,1280.0,2020-07-23T24:00:00Z,136504.0,192222.0,53604476,2020-07-23T24:00:00Z,,0,0,1071,2371,313497,71426,930658,5b06bae1e4c4a60a35c2838300117567a44b5d3f
2020-07-22,56,3937243.0,17611606.0,3051.0,59759.0,189851.0,10339.0,12792.0,2444.0,1258.0,2020-07-22T24:00:00Z,135433.0,189851.0,52673818,2020-07-22T24:00:00Z,,0,0,1149,2237,262481,69442,900463,0e8c630e638241853f11e8934ce04d06f71c066c
2020-07-21,56,3867801.0,17349125.0,3197.0,59479.0,187614.0,10046.0,12632.0,2414.0,1242.0,2020-07-21T24:00:00Z,134284.0,187614.0,51773355,2020-07-21T24:00:00Z,,0,0,1043,2555,240265,62887,833566,ea148dab1ca197f6bec0a02f20a686d3d98206f6
2020-07-20,56,3804914.0,17108860.0,3003.0,58521.0,185059.0,9832.0,12475.0,2403.0,1223.0,2020-07-20T24:00:00Z,133241.0,185059.0,50939789,2020-07-20T24:00:00Z,,0,0,376,1563,247893,56709,737207,cbc678f556192937ae37b3393cd498b0ad006e9a
2020-07-19,56,3748205.0,16860967.0,3052.0,58052.0,183496.0,9581.0,12393.0,2362.0,1216.0,2020-07-19T24:00:00Z,132865.0,183496.0,50202582,2020-07-19T24:00:00Z,,0,0,526,886,265500,64207,789513,1337710b37cb83dc8591c0ce32448c6d25d091a5
2020-07-18,56,3683998.0,16595467.0,3032.0,57818.0,182610.0,9809.0,12343.0,2343.0,1211.0,2020-07-18T24:00:00Z,132339.0,182610.0,49413069,2020-07-18T24:00:00Z,,0,0,877,1994,215087,64773,869668,471efd165c59abe383d325a93df39fd62b8be872
2020-07-17,56,3619225.0,16380380.0,3002.0,57871.0,180616.0,9714.0,12243.0,2352.0,1200.0,2020-07-17T24:00:00Z,131462.0,180616.0,48543401,2020-07-17T24:00:00Z,,0,0,938,2485,276023,76498,943532,1bf55ed00ff48473c513e615c8cb8f386ca9c100
2020-07-16,56,3542727.0,16104357.0,2929.0,57600.0,178131.0,9565.0,12091.0,2314.0,1175.0,2020-07-16T24:00:00Z,130524.0,178131.0,47599869,2020-07-16T24:00:00Z,,0,0,940,2207,287728,70493,948000,b12b4c27f74ddd2d799ff114f56524f925e6df01
2020-07-15,56,3472234.0,15816629.0,2947.0,56341.0,175924.0,9497.0,12003.0,2322.0,1166.0,2020-07-15T24:00:00Z,129584.0,175924.0,46651869,2020-07-15T24:00:00Z,,0,0,864,2315,268285,69372,913964,18b2531aebaf5cc8c7f91b6b8095afca33d08e2c
2020-07-14,56,3402862.0,15548344.0,960.0,55677.0,173609.0,9342.0,11857.0,2263.0,1154.0,2020-07-14T24:00:00Z,128720.0,173609.0,45737905,2020-07-14T24:00:00Z,,0,0,742,2322,259522,58618,835275,62baa5228b801286d5b26abe8e0b19d782a982e2
2020-07-13,56,3344244.0,15288822.0,2610.0,54120.0,171287.0,9207.0,11749.0,2254.0,1142.0,2020-07-13T24:00:00Z,127978.0,171287.0,44902630,2020-07-13T24:00:00Z,,0,0,329,1120,224951,57144,764696,5aa0cc5a652196d9e28fbcd2181957da47faa15d
2020-07-12,56,3287100.0,15063871.0,2639.0,52860.0,170167.0,8983.0,11679.0,2182.0,1136.0,2020-07-12T24:00:00Z,127649.0,170167.0,44137934,2020-07-12T24:00:00Z,,0,0,471,890,264002,61602,796940,cd579e5ac3845b5424c48c9af3c3e5198ff0850a
2020-07-11,56,3225498.0,14799869.0,2618.0,51984.0,169277.0,8934.0,11613.0,2169.0,1128.0,2020-07-11T24:00:00Z,127178.0,169277.0,43340994,2020-07-11T24:00:00Z,,0,0,753,5088,264730,62584,836027,098ae934c0b1d6778d21a320a809d2dd19a71000
2020-07-10,56,3162914.0,14535139.0,2493.0,51720.0,164189.0,8812.0,11524.0,2192.0,1118.0,2020-07-10T24:00:00Z,126425.0,164189.0,42504967,2020-07-10T24:00:00Z,,0,0,841,2197,288473,67108,912598,2b37300b4988c927b1c00f5acd5df1d13dd3e375
2020-07-09,56,3095806.0,14246666.0,2530.0,44053.0,161992.0,8766.0,11395.0,2129.0,1138.0,2020-07-09T24:00:00Z,125584.0,161992.0,41592369,2020-07-09T24:00:00Z,,0,0,862,1663,284206,59063,846548,4167ab6efb023803d2275815e59a59308e1c4c94
2020-07-08,56,3036743.0,13962460.0,2360.0,43205.0,160329.0,8750.0,11303.0,2167.0,1103.0,2020-07-08T24:00:00Z,124722.0,160329.0,40745821,2020-07-08T24:00:00Z,,0,0,819,1888,211657,62815,780578,87e70def2acb4d707dc3cfaa84590c25309e052d
2020-07-07,56,2973928.0,13750803.0,2136.0,41948.0,158441.0,8568.0,11178.0,2102.0,1084.0,2020-07-07T24:00:00Z,123903.0,158441.0,39965243,2020-07-07T24:00:00Z,,0,0,906,1975,206545,50991,742033,022ed7441ed2d0fe9cb42093e6623e184ce7b745
2020-07-06,56,2922937.0,13544258.0,1907.0,39960.0,156466.0,8336.0,11058.0,2104.0,1070.0,2020-07-06T24:00:00Z,122997.0,156466.0,39223210,2020-07-06T24:00:00Z,,0,0,233,765,172741,40902,650829,9361007bf03d9b47758de34a7cb3645faa4c00ed
2020-07-05,56,2882035.0,13371517.0,1885.0,38872.0,155701.0,8170.0,11010.0,2080.0,1064.0,2020-07-05T24:00:00Z,122764.0,155701.0,38572381,2020-07-05T24:00:00Z,,0,0,214,583,212886,45374,620599,77ab7f49da2f20fe8842d84f54971e28f8264d6b
2020-07-04,56,2836661.0,13158631.0,2083.0,38281.0,155118.0,8082.0,10977.0,1982.0,1063.0,2020-07-04T24:00:00Z,122550.0,155118.0,37951782,2020-07-04T24:00:00Z,,0,0,295,870,209668,54846,688460,d1fcc02991388c25314e09949678db4286c46ba8
2020-07-03,56,2781815.0,12948963.0,2237.0,37921.0,154248.0,7935.0,10937.0,2049.0,1059.0,2020-07-03T24:00:00Z,122255.0,154248.0,37263322,2020-07-03T24:00:00Z,,0,0,602,1358,247201,54214,796290,e485f2c6e7611e78bcfe4256ab6283fb6af4e7cc
2020-07-02,56,2727601.0,12701762.0,2208.0,37645.0,152890.0,7867.0,10843.0,2104.0,1041.0,2020-07-02T24:00:00Z,121653.0,152890.0,36467032,2020-07-02T24:00:00Z,,0,0,699,1699,229405,53511,772899,a670fb374de64159a5d03b9fbb6b219d84b18129
2020-07-01,56,2674090.0,12472357.0,2604.0,36521.0,151191.0,7647.0,10752.0,2099.0,1027.0,2020-07-01T24:00:00Z,120954.0,151191.0,35694133,2020-07-01T24:00:00Z,,0,0,696,1429,224475,51044,731673,c0aa6edfe6a090f8f7d36da29b2197e808948205
2020-06-30,56,2623046.0,12247882.0,2432.0,35340.0,149762.0,7419.0,10669.0,2044.0,1008.0,2020-06-30T24:00:00Z,120258.0,149762.0,34962460,2020-06-30T24:00:00Z,,0,0,583,1473,226105,47032,712260,1d0abec4c6c261a619ade7f0a4da2703b3ea871e
2020-06-29,56,2576014.0,12021777.0,2194.0,33742.0,148289.0,7283.0,10542.0,2021.0,990.0,2020-06-29T24:00:00Z,119675.0,148289.0,34250200,2020-06-29T24:00:00Z,,0,0,336,728,245719,39368,661374,a8f1da48901fe1a9cf25816fd06b586ae0a2b1e4
2020-06-28,56,2536646.0,11776058.0,2198.0,32577.0,147561.0,7080.0,10473.0,2077.0,983.0,2020-06-28T24:00:00Z,119339.0,147561.0,33588826,2020-06-28T24:00:00Z,,0,0,271,549,227853,41729,611620,5ef9e0237131bab9da8bece83cbf283f4a80ab84
2020-06-27,56,2494917.0,11548205.0,2186.0,32569.0,147012.0,6998.0,10416.0,2159.0,977.0,2020-06-27T24:00:00Z,119068.0,147012.0,32977206,2020-06-27T24:00:00Z,,0,0,510,1059,217216,43104,723493,ad0797f71af908816845e4aa4339300a59867b52
2020-06-26,56,2451813.0,11330989.0,2201.0,31850.0,145953.0,7017.0,10334.0,2069.0,966.0,2020-06-26T24:00:00Z,118558.0,145953.0,32253713,2020-06-26T24:00:00Z,,0,0,608,1540,218689,44300,737868,91e56214c05abcbbf7d536fd147cbc4281bb3043
2020-06-25,56,2407513.0,11112300.0,2133.0,31920.0,144413.0,6905.0,10258.0,2214.0,951.0,2020-06-25T24:00:00Z,117950.0,144413.0,31515845,2020-06-25T24:00:00Z,,0,0,654,1298,248068,39720,712795,13a28bd01d27e1a460db0a53d0d4eb5f070a556b
2020-06-24,56,2367793.0,10864232.0,2049.0,31268.0,143115.0,6752.0,10173.0,2247.0,934.0,2020-06-24T24:00:00Z,117296.0,143115.0,30803050,2020-06-24T24:00:00Z,,0,0,704,1246,184959,39131,618161,1b332a9a3b4631df8e6045e65e6be517989e266e
2020-06-23,56,2328662.0,10679273.0,1891.0,30352.0,141869.0,6791.0,10077.0,2292.0,918.0,2020-06-23T24:00:00Z,116592.0,141869.0,30184889,2020-06-23T24:00:00Z,,0,0,728,1266,172591,33446,671798,841f90ed2aa630441e823ff4f52eb42554a82465
2020-06-22,56,2295216.0,10506682.0,2028.0,28962.0,140603.0,6650.0,10003.0,2301.0,909.0,2020-06-22T24:00:00Z,115864.0,140603.0,29513091,2020-06-22T24:00:00Z,,0,0,288,827,163644,26817,499255,0307e66e930d932ee2e6fef63acc9a29fa189c02
2020-06-21,56,2268399.0,10343038.0,2084.0,28325.0,139776.0,6415.0,9944.0,2321.0,904.0,2020-06-21T24:00:00Z,115576.0,139776.0,29013836,2020-06-21T24:00:00Z,,0,0,291,519,175530,29182,504684,59eb7ddd0d49a1bdd7fe40f8f7d94a33082f9d15
2020-06-20,56,2239217.0,10167508.0,2108.0,28078.0,139257.0,6372.0,9908.0,2380.0,888.0,2020-06-20T24:00:00Z,115285.0,139257.0,28509152,2020-06-20T24:00:00Z,,0,0,611,685,197225,32232,610669,4e18ceead659429af50754e4e5ae3c0d6d2a7207
2020-06-19,56,2206985.0,9970283.0,2032.0,28698.0,138572.0,6450.0,9877.0,2433.0,884.0,2020-06-19T24:00:00Z,114674.0,138572.0,27898483,2020-06-19T24:00:00Z,,0,0,657,1592,234816,30887,664037,391c6e9562f2b5e218fb16cdc5fbe1394fa55f3a
2020-06-18,56,2176098.0,9735467.0,1903.0,28538.0,136980.0,6560.0,9738.0,2518.0,869.0,2020-06-18T24:00:00Z,114017.0,136980.0,27234446,2020-06-18T24:00:00Z,,0,0,679,1100,191568,26984,562275,1b808e2935ddb9684ce5a98aa1a9540cadcf22c3
2020-06-17,56,2149114.0,9543899.0,1745.0,28641.0,135880.0,6618.0,9666.0,2584.0,857.0,2020-06-17T24:00:00Z,113338.0,135880.0,26672171,2020-06-17T24:00:00Z,,0,0,778,1085,195262,24206,563106,f01f2f502da19673d9b51ff5a48c2531a6fc0432
2020-06-16,56,2124908.0,9348637.0,1604.0,28363.0,134795.0,6534.0,9591.0,2591.0,845.0,2020-06-16T24:00:00Z,112560.0,134795.0,26109065,2020-06-16T24:00:00Z,,0,0,726,1186,175084,22857,500028,ee1d6d91184cb6a19a626c3b4f6d4d98471c8d00
2020-06-15,56,2102051.0,9173553.0,1619.0,28034.0,133609.0,6595.0,9516.0,2636.0,835.0,2020-06-15T24:00:00Z,111834.0,133609.0,25609037,2020-06-15T24:00:00Z,,0,0,383,664,165511,18236,447146,6bc8855a3bb72e122b7fa8c259236f19e4a10ed3
2020-06-14,56,2083815.0,9008042.0,1672.0,28012.0,132945.0,6610.0,9466.0,2716.0,834.0,2020-06-14T24:00:00Z,111451.0,132945.0,25161891,2020-06-14T24:00:00Z,,0,0,354,600,167764,21629,474952,baa7a982e133f0cc43287ddaaaa703465d0e4799
2020-06-13,56,2062186.0,8840278.0,1698.0,28572.0,132345.0,6700.0,9433.0,2726.0,830.0,2020-06-13T24:00:00Z,111097.0,132345.0,24686939,2020-06-13T24:00:00Z,,0,0,690,965,198815,25459,545415,9a4e967d33c7c4cb2b739e31833d8ce8580b74c1
2020-06-12,56,2036727.0,8641463.0,1783.0,29309.0,131380.0,6837.0,9373.0,2738.0,814.0,2020-06-12T24:00:00Z,110407.0,131380.0,24141524,2020-06-12T24:00:00Z,,0,0,766,1371,228322,23152,622991,1c7a5ba6481662191db41324d07917134a2d8c45
2020-06-11,56,2013575.0,8413141.0,1816.0,29842.0,130009.0,6885.0,9297.0,2885.0,792.0,2020-06-11T24:00:00Z,109641.0,130009.0,23518533,2020-06-11T24:00:00Z,,0,0,896,1526,150394,21976,484776,5912c667e8a305e2a83b6b66544c4fc0d84ee506
2020-06-10,56,1991599.0,8262747.0,1737.0,30962.0,128483.0,7065.0,9226.0,3022.0,780.0,2020-06-10T24:00:00Z,108745.0,128483.0,23033757,2020-06-10T24:00:00Z,,0,0,892,1239,168579,20873,484086,e6c63953fae02b068d05a61878aa8e0d830dec1c
2020-06-09,56,1970726.0,8094168.0,1661.0,31181.0,127244.0,7310.0,9142.0,3088.0,771.0,2020-06-09T24:00:00Z,107853.0,127244.0,22549671,2020-06-09T24:00:00Z,,0,0,894,1280,155286,16933,454671,622ca55aa226b2d79037fcb14a03996f8f5331ce
2020-06-08,56,1953793.0,7938882.0,1606.0,31097.0,125964.0,7182.0,9013.0,3238.0,762.0,2020-06-08T24:00:00Z,106959.0,125964.0,22095000,2020-06-08T24:00:00Z,,0,0,672,1072,132314,16935,405398,8bf393b511f562e57f981e9ad33fa5be8d7598b0
2020-06-07,56,1936858.0,7806568.0,1733.0,31492.0,124892.0,7244.0,8957.0,3298.0,753.0,2020-06-07T24:00:00Z,106287.0,124892.0,21689602,2020-06-07T24:00:00Z,,0,0,450,657,189867,19080,437205,bebf77dcf5b245f1badf8ced38749a0b1a38a570
2020-06-06,56,1917778.0,7616701.0,1796.0,31994.0,124235.0,7525.0,8920.0,3476.0,750.0,2020-06-06T24:00:00Z,105837.0,124235.0,21252397,2020-06-06T24:00:00Z,,0,0,709,985,221863,22669,557957,c6953d180b2f88d03d765546e47ae54c8b4f7885
2020-06-05,56,1895109.0,7394838.0,1749.0,32505.0,123250.0,7658.0,8863.0,3520.0,740.0,2020-06-05T24:00:00Z,105128.0,123250.0,20694440,2020-06-05T24:00:00Z,,0,0,832,1518,232202,23046,621384,d3fe2286a8a0a5ff091d98f938ce0b626b07c5b1
2020-06-04,56,1872063.0,7162636.0,1831.0,32800.0,121732.0,7786.0,8788.0,3662.0,723.0,2020-06-04T24:00:00Z,104296.0,121732.0,20073056,2020-06-04T24:00:00Z,,0,0,882,-2858,183969,20512,497795,2325fedcce4cdf185e30ca313974c4a9f5d8bee4
2020-06-03,56,1851551.0,6978667.0,3473.0,33218.0,124590.0,7959.0,8690.0,3754.0,717.0,2020-06-03T24:00:00Z,103414.0,124590.0,19575261,2020-06-03T24:00:00Z,,0,0,973,2011,184622,20164,505613,a79aa8721a29997d0de851c15bd9780bc67e7f4e
2020-06-02,56,1831387.0,6794045.0,3597.0,33955.0,122579.0,8158.0,8566.0,3854.0,710.0,2020-06-02T24:00:00Z,102441.0,122579.0,19069648,2020-06-02T24:00:00Z,,0,0,982,1578,161067,19909,450312,ab032575fd5810b3b148bd0020ab390159e69b09
