Date,AAPL,MSFT,IBM
2019-11-01,62.83027267456055,140.55299377441406,115.84745788574219
2019-11-04,63.24290084838867,141.36473083496094,117.67668151855469
2019-11-05,63.15202713012695,141.2767333984375,117.86474609375
2019-11-06,63.17903137207031,140.88551330566406,118.62548828125
2019-11-07,63.908203125,141.08111572265625,119.08385467529297
2019-11-08,64.0831069946289,142.74365234375,119.01465606689453
2019-11-11,64.590576171875,142.8903350830078,117.1638412475586
2019-11-12,64.53144073486328,143.82919311523438,117.26763153076172
2019-11-13,65.14976501464844,144.0639190673828,116.3076171875
2019-11-14,64.69895935058594,144.79739379882812,115.89248657226562
2019-11-15,65.46754455566406,146.66529846191406,116.23843383789062
2019-11-18,65.79764556884766,147.02713012695312,116.16059112548828
2019-11-19,65.59809875488281,147.07603454589844,116.34220886230469
2019-11-20,64.83444213867188,146.82090759277344,115.20059204101562
2019-11-21,64.54376220703125,146.6835479736328,115.75410461425781
2019-11-22,64.48711395263672,146.79147338867188,116.18655395507812
2019-11-25,65.61780548095703,148.40078735351562,117.59626770019531
2019-11-26,65.10540771484375,149.18582153320312,116.83519744873047
2019-11-27,65.97993469238281,149.47039794921875,115.69356536865234
2019-11-29,65.83457946777344,148.54798889160156,116.28168487548828
2019-12-02,65.07340240478516,146.75222778320312,114.94977569580078
2019-12-03,63.91313552856445,146.51670837402344,114.26654052734375
2019-12-04,64.47724914550781,147.0465850830078,114.15409851074219
2019-12-05,65.42320251464844,147.12510681152344,114.08490753173828
2019-12-06,66.68692779541016,148.91104125976562,115.21788787841797
2019-12-09,65.7532958984375,148.5283660888672,115.82329559326172
2019-12-10,66.1375732421875,148.30262756347656,115.81465148925781
2019-12-11,66.70170593261719,148.86199951171875,115.68492126464844
2019-12-12,66.8716812133789,150.3731689453125,117.03411102294922
2019-12-13,67.78067016601562,151.63905334472656,116.0741195678711
2019-12-16,68.94094848632812,152.6203155517578,116.00491333007812
2019-12-17,69.07643127441406,151.79605102539062,116.08275604248047
2019-12-18,68.911376953125,151.48204040527344,116.2470703125
2019-12-19,68.98036193847656,152.7969970703125,116.3768081665039
2019-12-20,68.83749389648438,154.46517944335938,117.26763153076172
2019-12-23,69.9607925415039,154.46517944335938,117.2330322265625
2019-12-24,70.02729797363281,154.43572998046875,116.74005889892578
2019-12-26,71.41667938232422,155.70159912109375,116.67950439453125
2019-12-27,71.38956451416016,155.9861602783203,116.99087524414062
2019-12-30,71.81328582763672,154.6417999267578,114.86328887939453
2019-12-31,72.3379898071289,154.74974060058594,115.92707824707031
2020-01-02,73.98847961425781,157.61509704589844,117.12061309814453
2020-01-03,73.26915740966797,155.65252685546875,116.18655395507812
2020-01-06,73.85298156738281,156.05487060546875,115.97897338867188
2020-01-07,73.50564575195312,154.63197326660156,116.05680847167969
2020-01-08,74.68807983398438,157.0950164794922,117.02545928955078
2020-01-09,76.27450561523438,159.05760192871094,118.26222229003906
2020-01-10,76.44693756103516,158.32164001464844,118.21898651123047
2020-01-13,78.08018493652344,160.22535705566406,118.14115142822266
2020-01-14,77.02584075927734,159.09686279296875,117.46653747558594
2020-01-15,76.69575500488281,160.127197265625,118.15845489501953
2020-01-16,77.65647888183594,163.061279296875,119.33467864990234
2020-01-17,78.51622772216797,163.973876953125,119.62007904052734
2020-01-21,77.98412322998047,163.3851318359375,120.36387634277344
2020-01-22,78.26248931884766,162.60008239746094,124.44602966308594
2020-01-23,78.63937377929688,163.60098266601562,123.56388854980469
2020-01-24,78.4127426147461,161.95242309570312,121.56603240966797
