level_0,level_1,F_1_m_returns,1_m_returns,5_m_returns,10_m_returns
FB,2021-01-05 09:40:00-05:00,0.000813970697054911,7.400281210689919e-05,0.0012595391568495096,0.0047583643122675046
FB,2021-01-05 09:41:00-05:00,0.0008872458410351669,0.000813970697054911,0.0018889588503276933,0.004941115280306052
FB,2021-01-05 09:42:00-05:00,0.0006279086946887613,0.0008872458410351669,0.001998519615100003,0.003781699540263972
FB,2021-01-05 09:43:00-05:00,0.000479864161529564,0.0006279086946887613,0.0034075336123560174,0.007849702380952506
FB,2021-01-05 09:44:00-05:00,-0.0012913223140497143,0.000479864161529564,0.002886109672167736,0.005415832035017498
FB,2021-01-05 09:45:00-05:00,-0.0009605083305626039,-0.0012913223140497143,0.0015169453899661622,0.0027783951989330813
FB,2021-01-05 09:46:00-05:00,-0.00044373775098915935,-0.0009605083305626039,-0.00025878003696855334,0.0016296899885179794
FB,2021-01-05 09:47:00-05:00,0.0019607117753688286,-0.00044373775098915935,-0.0015882396395066056,0.0004071058475203504
FB,2021-01-05 09:48:00-05:00,0.0004799881849064658,0.0019607117753688286,-0.00025838839466996166,0.0031482647505460815
FB,2021-01-05 09:49:00-05:00,0.0019928405358524692,0.0004799881849064658,-0.00025826446280985405,0.0026270998297937
FB,2021-01-05 09:50:00-05:00,0.00046038819932969766,0.0019928405358524692,0.0030292955040820413,0.004550836169898043
FB,2021-01-05 09:51:00-05:00,0.0012700866972223945,0.00046038819932969766,0.004455866582849577,0.0041959334565619955
FB,2021-01-05 09:52:00-05:00,-0.0003676740936834344,0.0012700866972223945,0.0061780918205025515,0.004580039890670129
FB,2021-01-05 09:53:00-05:00,0.00040459026040906565,-0.0003676740936834344,0.003839905479249728,0.0035805248975673276
FB,2021-01-05 09:54:00-05:00,-0.0008823853818155092,0.00040459026040906565,0.0037642543454994293,0.0035050177095630186
FB,2021-01-05 09:55:00-05:00,0.00022079116835338475,-0.0008823853818155092,0.0008839453427129662,0.003915918578447641
FB,2021-01-05 09:56:00-05:00,-0.0009933409366836843,0.00022079116835338475,0.0006442468754026542,0.005102984136375444
FB,2021-01-05 09:57:00-05:00,0.0004050968549751399,-0.0009933409366836843,-0.001617766012206756,0.004550331101328187
FB,2021-01-05 09:58:00-05:00,3.6812074360570435e-05,0.0004050968549751399,-0.0008459614535825111,0.00299069561364651
FB,2021-01-05 09:59:00-05:00,-0.0008466465434735504,3.6812074360570435e-05,-0.0012132798999963113,0.0025464073513672414
